"titles","links","doi","date_published","citations","cran","bioconductor","repo_link","package_install","package_name"
"OEZY: Optimising EnZYme selection for best performing terminal restriction fragment length polymorphism analysis using ARB","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12463","2041-210X.12463","2015-08-24",0,FALSE,FALSE,NA,FALSE,"OEZY"
"RangeShifter: a platform for modelling spatial eco-evolutionary dynamics and species' responses to environmental changes","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12162","2041-210X.12162","2014-01-20",132,FALSE,FALSE,NA,FALSE,"RangeShifter"
"Intertwining phylogenetic trees and networks","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12760","2041-210X.12760","2017-03-07",101,TRUE,FALSE,"https://github.com/KlausVigo/phangorn",FALSE,NA
"A biochemical approach for identifying plastics exposure in live wildlife","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12277","2041-210X.12277","2014-09-12",35,FALSE,FALSE,NA,FALSE,NA
"ClickPoints: an expandable toolbox for scientific image annotation and analysis","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12702","2041-210X.12702","2016-11-04",24,FALSE,FALSE,NA,FALSE,"ClickPoints"
"Actave.net – a web-based tool for the analysis of seabird activity patterns from saltwater immersion geolocators","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12398","2041-210X.12398","2015-04-21",11,FALSE,FALSE,NA,FALSE,NA
"Plant-O-Matic: a dynamic and mobile guide to all plants of the Americas","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12548","2041-210X.12548","2016-02-09",15,FALSE,FALSE,"https://github.com/efitz/plantomatic",FALSE,"Plant-O-Matic"
"Handling biological sequences in R with the bioseq package","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13490","2041-210X.13490","2020-09-24",2,TRUE,TRUE,"https://github.com/fkeck/bioseq",FALSE,NA
"Analysing individual 3D tree structure using the R package ITSMe","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.14026","2041-210X.14026","2022-11-15",0,FALSE,FALSE,"https://github.com/InverseTampere/TreeQSM",FALSE,NA
"pathtrackr: An r package for video tracking and analysing animal movement","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13200","2041-210X.13200","2019-04-29",8,FALSE,FALSE,"https://github.com/aharmer/pathtrackr/",FALSE,"pathtrackr"
"The nlrx r package: A next-generation framework for reproducible NetLogo model analyses","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13286","2041-210X.13286","2019-08-19",19,TRUE,FALSE,"https://github.com/ropensci/software-review/issues/262",FALSE,NA
"Colonization and extinction rates estimated from temporal dynamics of ecological communities: The island r package","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13176","2041-210X.13176","2019-03-15",8,TRUE,FALSE,NA,FALSE,NA
"Monitoring ecosystem degradation using spatial data and the R package spatialwarnings","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13058","2041-210X.13058","2018-07-02",6,TRUE,FALSE,"https://github.com/spatial-ews/spatialwarnings",FALSE,NA
"assignR: An r package for isotope-based geographic assignment","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13426","2041-210X.13426","2020-05-29",8,TRUE,FALSE,"https://github.com/SPATIAL-Lab/assignR",FALSE,"assignR"
"The geodiv r package: Tools for calculating gradient surface metrics","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13677","2041-210X.13677","2021-07-22",0,TRUE,FALSE,"https://github.com/bioXgeo/geodiv",FALSE,NA
"The shape of sound: A new R package that crosses the bridge between Bioacoustics and Geometric Morphometrics","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13580","2041-210X.13580","2021-02-22",1,TRUE,FALSE,"https://github.com/p-rocha/SoundShape",FALSE,NA
"dispRity: A modular R package for measuring disparity","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13022","2041-210X.13022","2018-04-28",72,TRUE,FALSE,"https://github.com/tguillerme/dispRity",FALSE,"dispRity"
"Quantifying vegetation and canopy structural complexity from terrestrial LiDAR data using the forestr r package","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13061","2041-210X.13061","2018-07-07",53,TRUE,FALSE,"https://github.com/atkinsjeff/forestr",FALSE,NA
"colorist: An r package for colouring wildlife distributions in space–time","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13477","2041-210X.13477","2020-08-29",0,TRUE,FALSE,"https://github.com/mstrimas/colorist",FALSE,"colorist"
"momentuHMM: R package for generalized hidden Markov models of animal movement","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12995","2041-210X.12995","2018-03-03",111,TRUE,FALSE,"https://github.com/bmcclintock/momentuHMM",FALSE,"momentuHMM"
"ForestGapR: An r Package for forest gap analysis from canopy height models","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13211","2041-210X.13211","2019-05-18",32,TRUE,FALSE,"https://github.com/carlos-alberto-silva/ForestGapR",FALSE,"ForestGapR"
"ssdm: An r package to predict distribution of species richness and composition based on stacked species distribution models","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12841","2041-210X.12841","2017-06-27",76,TRUE,FALSE,"https://github.com/sylvainschmitt/SSDM",TRUE,"ssdm"
"VoCC: An r package for calculating the velocity of climate change and related climatic metrics","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13295","2041-210X.13295","2019-09-07",20,FALSE,FALSE,"https://github.com/JorGarMol/VoCC/tree/master/doc",FALSE,"VoCC"
"graph4lg: A package for constructing and analysing graphs for landscape genetics in R","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13530","2041-210X.13530","2020-11-24",7,TRUE,FALSE,NA,FALSE,"graph4lg"
"imageseg: An R package for deep learning-based image segmentation","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13984","2041-210X.13984","2022-10-02",0,TRUE,FALSE,"https://github.com/EcoDynIZW/imageseg",FALSE,"imageseg"
"taxonstand: An r package for species names standardisation in vegetation databases","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2012.00232.x","j.2041-210X.2012.00232.x","2012-07-05",125,TRUE,FALSE,NA,FALSE,"taxonstand"
"abc: an R package for approximate Bayesian computation (ABC)","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2011.00179.x","j.2041-210X.2011.00179.x","2012-01-31",420,FALSE,FALSE,NA,FALSE,"abc"
"Lights, camera, pliman! An R package for plant image analysis","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13803","2041-210X.13803","2022-01-17",0,TRUE,FALSE,"https://github.com/TiagoOlivoto/pliman",TRUE,NA
"respR—An R package for the manipulation and analysis of respirometry data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13162","2041-210X.13162","2019-02-01",31,TRUE,FALSE,"https://github.com/januarharianto/respR",FALSE,NA
"phytools: an R package for phylogenetic comparative biology (and other things)","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2011.00169.x","j.2041-210X.2011.00169.x","2011-12-15",4848,TRUE,FALSE,NA,FALSE,"phytools"
"EcoPhyloMapper: An r package for integrating geographical ranges, phylogeny and morphology","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13914","2041-210X.13914","2022-06-08",0,TRUE,FALSE,NA,FALSE,"EcoPhyloMapper"
"betapart: an R package for the study of beta diversity","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2012.00224.x","j.2041-210X.2012.00224.x","2012-06-18",1095,TRUE,FALSE,NA,FALSE,"betapart"
"Analysing economic costs of invasive alien species with the invacost r package","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13929","2041-210X.13929","2022-06-28",3,TRUE,FALSE,"https://github.com/Farewe/invacost",FALSE,NA
"optimLanduse: A package for multiobjective land-cover composition optimization under uncertainty","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.14000","2041-210X.14000","2022-10-28",0,TRUE,FALSE,"https://github.com/Forest-Economics-Goettingen/optimLanduse",TRUE,"optimLanduse"
"smatr 3– an R package for estimation and inference about allometric lines","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2011.00153.x","j.2041-210X.2011.00153.x","2011-09-29",910,TRUE,FALSE,NA,FALSE,NA
"baRcodeR: An open-source R package for sample labelling","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13405","2041-210X.13405","2020-06-22",2,TRUE,FALSE,"https://github.com/carlganz/zintr",TRUE,"baRcodeR"
"smartsnp, an r package for fast multivariate analyses of big genomic data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13684","2041-210X.13684","2021-07-27",1,TRUE,FALSE,"https://github.com/ChristianHuber/smartsnp",FALSE,NA
"“m2b” package in r: Deriving multiple variables from movement data to predict behavioural states with random forests","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12989","2041-210X.12989","2018-02-19",5,TRUE,FALSE,"https://github.com/ldbk/m2b",FALSE,NA
"Individual-based simulations of genome evolution with ancestry: The GenomeAdmixR R package","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13612","2041-210X.13612","2021-04-11",1,TRUE,FALSE,NA,TRUE,NA
"RZooRoH: An R package to characterize individual genomic autozygosity and identify homozygous-by-descent segments","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13167","2041-210X.13167","2019-02-17",29,FALSE,FALSE,NA,FALSE,"RZooRoH"
"Modelling temperature-dependent development rate and phenology in arthropods: The devRate package for r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12935","2041-210X.12935","2017-11-09",30,TRUE,FALSE,"https://github.com/frareb/devRate/",TRUE,NA
"An r package and online resource for macroevolutionary studies using the ray-finned fish tree of life","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13182","2041-210X.13182","2019-03-28",46,TRUE,FALSE,"https://github.com/jonchang/fishtree",FALSE,NA
"ResistanceGA: An R package for the optimization of resistance surfaces using genetic algorithms","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12984","2041-210X.12984","2018-02-14",128,FALSE,FALSE,NA,FALSE,"ResistanceGA"
"metabaR: An r package for the evaluation and improvement of DNA metabarcoding data quality","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13552","2041-210X.13552","2021-01-17",11,FALSE,FALSE,"https://github.com/metabaRfactory/metabaR",FALSE,"metabaR"
"mobsim: An r package for the simulation and measurement of biodiversity across spatial scales","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12986","2041-210X.12986","2018-02-16",20,TRUE,FALSE,NA,FALSE,"mobsim"
"ecochange: An R-package to derive ecosystem change indicators from freely available earth observation products","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13986","2041-210X.13986","2022-10-11",0,TRUE,FALSE,NA,TRUE,"ecochange"
"ViXeN: An open-source package for managing multimedia data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12892","2041-210X.12892","2017-09-08",3,FALSE,FALSE,"https://github.com/ConservationInternational/Wild.ID",FALSE,"ViXeN"
"bmotif: A package for motif analyses of bipartite networks","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13149","2041-210X.13149","2019-01-12",18,FALSE,FALSE,"https://github.com/SimmonsBI/bmotif",TRUE,"bmotif"
"The r package divDyn for quantifying diversity dynamics using fossil sampling data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13161","2041-210X.13161","2019-01-31",36,TRUE,FALSE,NA,FALSE,NA
"MBHdesign: An R-package for efficient spatial survey designs","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13535","2041-210X.13535","2020-11-30",2,TRUE,FALSE,NA,FALSE,"MBHdesign"
"flexsdm: An r package for supporting a comprehensive and flexible species distribution modelling workflow","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13874","2041-210X.13874","2022-04-20",1,TRUE,FALSE,"https://github.com/sjevelazco/flexsdm",FALSE,"flexsdm"
"rasterdiv—An Information Theory tailored R package for measuring ecosystem heterogeneity from space: To the origin and back","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13583","2041-210X.13583","2021-02-27",12,TRUE,FALSE,NA,FALSE,NA
"GMSE: An r package for generalised management strategy evaluation","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13091","2041-210X.13091","2018-09-11",5,TRUE,FALSE,NA,FALSE,"GMSE"
"P2C2M.GMYC: An R package for assessing the utility of the Generalized Mixed Yule Coalescent model","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13541","2041-210X.13541","2020-12-14",4,FALSE,FALSE,"https://github.com/P2C2M",FALSE,"P2C2M.GMYC"
"adiv: An r package to analyse biodiversity in ecology","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13430","2041-210X.13430","2020-06-03",36,TRUE,FALSE,NA,FALSE,"adiv"
"phenotools: An r package for visualizing and analysing phenomic datasets","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13217","2041-210X.13217","2019-05-24",2,TRUE,FALSE,"https://github.com/celiason/phenotools",FALSE,"phenotools"
"phyloregion: R package for biogeographical regionalization and macroecology","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13478","2041-210X.13478","2020-08-29",6,TRUE,FALSE,"https://github.com/darunabas/phyloregion",TRUE,"phyloregion"
"track2KBA: An R package for identifying important sites for biodiversity from tracking data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13713","2041-210X.13713","2021-09-06",3,FALSE,FALSE,NA,FALSE,"track2KBA"
"inlabru: an R package for Bayesian spatial modelling from ecological survey data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13168","2041-210X.13168","2019-02-24",46,TRUE,FALSE,NA,FALSE,"inlabru"
"maxnodf: An R package for fair and fast comparisons of nestedness between networks","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13545","2041-210X.13545","2021-01-17",4,FALSE,FALSE,"https://github.com/christophhoeppke/maxnodf",TRUE,"maxnodf"
"patternize: An R package for quantifying colour pattern variation","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12853","2041-210X.12853","2017-07-11",54,TRUE,FALSE,NA,FALSE,"patternize"
"viewshed3d: An r package for quantifying 3D visibility using terrestrial lidar data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13385","2041-210X.13385","2020-03-04",11,TRUE,FALSE,"https://github.com/Blecigne/viewshed3d",FALSE,"viewshed3d"
"RevGadgets: An R package for visualizing Bayesian phylogenetic analyses from RevBayes","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13750","2041-210X.13750","2021-10-30",2,TRUE,FALSE,"https://github.com/revbayes/RevGadgets",FALSE,"RevGadgets"
"Rpadrino: An R package to access and use PADRINO, an open access database of Integral Projection Models","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13910","2041-210X.13910","2022-06-01",0,TRUE,FALSE,"https://github.com/padrinoDB/Padrino",TRUE,"Rpadrino"
"Joint species distribution modelling with the r-package Hmsc","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13345","2041-210X.13345","2019-12-25",55,TRUE,FALSE,"https://github.com/hmsc-r/HMSC",FALSE,NA
"Topographic path analysis for modelling dispersal and functional connectivity: Calculating topographic distances using the topoDistance r package","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13317","2041-210X.13317","2019-10-15",17,TRUE,FALSE,"https://github.com/ianjwang/topoDistance",TRUE,NA
"Treebase: an R package for discovery, access and manipulation of online phylogenies","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2012.00247.x","j.2041-210X.2012.00247.x","2012-10-11",9,TRUE,FALSE,NA,FALSE,"Treebase"
"Assimilate, process and analyse thermal dissipation sap flow data using the TREX r package","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13524","2041-210X.13524","2020-11-04",8,TRUE,FALSE,"https://github.com/the-Hull/TREX",FALSE,NA
"treeducken: An R package for simulating cophylogenetic systems","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13625","2041-210X.13625","2021-05-05",0,TRUE,FALSE,"https://github.com/wadedismukes/treeduckenValidation",FALSE,"treeducken"
"Unsupervised detection of ancestry tracks with the GHap r package","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13467","2041-210X.13467","2020-08-13",4,TRUE,FALSE,"https://github.com/slowkoni/rfmix",FALSE,NA
"smartR: An r package for spatial modelling of fisheries and scenario simulation of management strategies","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13394","2041-210X.13394","2020-03-30",5,TRUE,FALSE,"https://github.com/d-lorenz/smartR/",FALSE,"smartR"
"The ‘plantspec’ r package: A tool for spectral analysis of plant stoichiometry","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13143","2041-210X.13143","2019-01-04",2,FALSE,FALSE,"https://github.com/griffithdan/plantspec",FALSE,NA
"pat-geom: A software package for the analysis of animal patterns","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13131","2041-210X.13131","2018-12-10",20,FALSE,FALSE,NA,FALSE,"pat-geom"
"ThermStats: An R package for quantifying surface thermal heterogeneity in assessments of microclimates","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13257","2041-210X.13257","2019-07-05",5,FALSE,FALSE,"https://github.com/rasenior/ThermStats/issues",FALSE,"ThermStats"
"poems: R package for simulating species' range dynamics using pattern-oriented validation","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13720","2041-210X.13720","2021-09-10",1,TRUE,FALSE,NA,FALSE,"poems"
"RNETLOGO: an R package for running and exploring individual-based models implemented in NETLOGO","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2011.00180.x","j.2041-210X.2011.00180.x","2012-01-18",49,TRUE,FALSE,NA,FALSE,"RNETLOGO"
"GPSeqClus: An R package for sequential clustering of animal location data for model building, model application and field site investigations","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13572","2041-210X.13572","2021-02-09",2,TRUE,FALSE,NA,FALSE,"GPSeqClus"
"rsmove—An r package to bridge remote sensing and movement ecology","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13199","2041-210X.13199","2019-04-29",8,TRUE,FALSE,"https://github.com/RRemelgado/rsMove",FALSE,NA
"blockCV: An r package for generating spatially or environmentally separated folds for k-fold cross-validation of species distribution models","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13107","2041-210X.13107","2018-10-12",160,FALSE,FALSE,NA,FALSE,"blockCV"
"abmR: An R package for agent-based model analysis of large-scale movements across taxa","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.14014","2041-210X.14014","2022-10-31",0,TRUE,FALSE,NA,FALSE,"abmR"
"DeepForest: A Python package for RGB deep learning tree crown delineation","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13472","2041-210X.13472","2020-08-28",15,FALSE,FALSE,"https://github.com/conda-forge/deepforest-feedstock",FALSE,"DeepForest"
"ontoFAST: An R package for interactive and semi-automatic annotation of characters with biological ontologies","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13753","2041-210X.13753","2021-10-30",0,TRUE,FALSE,"https://github.com/sergeitarasov/ontoFAST",TRUE,"ontoFAST"
"biodivMapR: An r package for α- and β-diversity mapping using remotely sensed images","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13310","2041-210X.13310","2019-09-30",20,FALSE,FALSE,"https://github.com/jbferet/biodivMapR",FALSE,"biodivMapR"
"spOccupancy: An R package for single-species, multi-species, and integrated spatial occupancy models","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13897","2041-210X.13897","2022-05-15",0,TRUE,FALSE,NA,FALSE,"spOccupancy"
"segRDA: An r package for performing piecewise redundancy analysis","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13300","2041-210X.13300","2019-09-17",3,TRUE,FALSE,NA,FALSE,"segRDA"
"The r package enerscape: A general energy landscape framework for terrestrial movement ecology","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13734","2041-210X.13734","2021-11-02",0,TRUE,FALSE,"https://github.com/emilio-berti/enerscape",FALSE,NA
"metan: An R package for multi-environment trial analysis","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13384","2041-210X.13384","2020-03-04",81,TRUE,FALSE,"https://github.com/TiagoOlivoto/metan",TRUE,"metan"
"A multi-platform package for the analysis of intra- and interspecific trait evolution","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13458","2041-210X.13458","2020-07-30",1,TRUE,FALSE,"https://github.com/fkmendes/contraband",FALSE,NA
"paleobuddy: An R package for flexible simulations of diversification and fossil sampling","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13996","2041-210X.13996","2022-11-14",0,TRUE,FALSE,"https://github.com/brpetrucci/paleobuddy",FALSE,"paleobuddy"
"The Data-Limited Methods Toolkit (DLMtool): An R package for informing management of data-limited populations","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13081","2041-210X.13081","2018-08-26",28,TRUE,FALSE,"https://github.com/DLMtool/DLMtool/",TRUE,NA
"StrathE2E2: An r package for modelling the dynamics of marine food webs and fisheries","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13510","2041-210X.13510","2020-10-11",4,TRUE,FALSE,NA,FALSE,"StrathE2E2"
"FlexParamCurve: R package for flexible fitting of nonlinear parametric curves","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2012.00231.x","j.2041-210X.2012.00231.x","2012-08-10",29,FALSE,FALSE,NA,FALSE,"FlexParamCurve"
"popler: An r package for extraction and synthesis of population time series from the long-term ecological research (LTER) network","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13319","2041-210X.13319","2019-10-16",3,FALSE,FALSE,"https://github.com/ropensci/popler",FALSE,"popler"
